queue_id,queue_row_id,queue_stage,source_bucket,campaign_id,pair_id,image_id,duplicate_group_id,feature_snapshot_id,layout_spec_id,image_path,resolved_path,category,source_group,place_name,subject_name,diagnostic_model_score,clip_margin,clip_positive_max_sim,clip_negative_max_sim,clip_rank_percentile,required_region_safe_mean,required_region_safe_min,title_region_safe_score,info_region_safe_score,dinov2_cluster_id_coarse,dinov2_cluster_id_mid,dinov2_cluster_id_fine,preview_path,decision,issue_tags,preference_rank,notes,image_category_gallery,image_category_tree,image_category_flower,image_category_course,path_has_architecture,path_has_garden,decision_label
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0001,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_34da4bc897__layout_top_left_bottom_left,raw_34da4bc897,dup_exact_38106b9781dd,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_34da4bc897,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_1_1.jpg,gallery,건축,몽몽미방,,,0.0582671016454696,0.2642468214035034,0.2059797197580337,0.8292682766914368,0.4731707317073171,0.0292682926829268,0.0292682926829268,0.9170731707317074,coarse_20_0004,mid_100_0064,fine_182_0080,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0002,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_22d63fd86a__layout_top_left_bottom_left,raw_22d63fd86a,dup_exact_c90c21a044aa,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_22d63fd86a,layout_top_left_bottom_left,gallery/건축/유원/space5_3_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_3_2.jpg,gallery,건축,유원,,,0.0571443289518356,0.2903265058994293,0.2331821769475937,0.995121955871582,0.0634146341463414,0.0536585365853658,0.073170731707317,0.0536585365853658,coarse_20_0015,mid_100_0004,fine_182_0063,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0003,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_39a0295efc__layout_top_left_bottom_left,raw_39a0295efc,dup_exact_781f043e9a4b,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_39a0295efc,layout_top_left_bottom_left,gallery/정원/유원/space5_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/유원/space5_1_1.jpg,gallery,정원,유원,,,0.0538632720708847,0.2817600667476654,0.2278967946767807,0.990243911743164,0.1975609756097561,0.1560975609756097,0.2390243902439024,0.1560975609756097,coarse_20_0015,mid_100_0051,fine_182_0176,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,0.0,1.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0004,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_e72560847a__layout_top_left_bottom_left,raw_e72560847a,dup_exact_f96ee125e356,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_e72560847a,layout_top_left_bottom_left,gallery/건축/유원/유원.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/유원.jpg,gallery,건축,유원,,,0.0505975782871246,0.278679609298706,0.2280820310115814,0.9707317352294922,0.248780487804878,0.2439024390243902,0.2536585365853658,0.2439024390243902,coarse_20_0015,mid_100_0051,fine_182_0155,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0005,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_a2c7f6c5ab__layout_top_left_bottom_left,raw_a2c7f6c5ab,dup_exact_162d9732686f,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_a2c7f6c5ab,layout_top_left_bottom_left,gallery/건축/현암/space1_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/현암/space1_4_1.jpg,gallery,건축,현암,,,0.0497650057077407,0.2773550152778625,0.2275900095701217,0.9658536314964294,0.5097560975609756,0.3658536585365853,0.6536585365853659,0.3658536585365853,coarse_20_0009,mid_100_0002,fine_182_0125,,0,season_mismatch,,겨울 아님,1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0006,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_50d3d9c9da__layout_top_left_bottom_left,raw_50d3d9c9da,dup_exact_c0ae56ade264,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_50d3d9c9da,layout_top_left_bottom_left,gallery/정원/풍설기천년/space2_4_4.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/풍설기천년/space2_4_4.jpg,gallery,정원,풍설기천년,,,0.0482317209243774,0.2713934183120727,0.2231616973876953,0.9073171019554138,0.2902439024390243,0.0878048780487804,0.4926829268292683,0.0878048780487804,coarse_20_0014,mid_100_0083,fine_182_0075,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,0.0,1.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0007,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_d64c6196f5__layout_top_left_bottom_left,raw_d64c6196f5,dup_exact_c36da4c39cd2,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_d64c6196f5,layout_top_left_bottom_left,gallery/건축/내심낙원/space4_3_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/내심낙원/space4_3_1.jpg,gallery,건축,내심낙원,,,0.0477950721979141,0.2602955400943756,0.2125004678964615,0.7756097316741943,0.024390243902439,0.0146341463414634,0.0341463414634146,0.0146341463414634,coarse_20_0009,mid_100_0073,fine_182_0126,,2,,,,1.0,0.0,0.0,0.0,1.0,0.0,accept
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0008,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_476995f1f8__layout_top_left_bottom_left,raw_476995f1f8,dup_exact_9c9a9b196a38,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_476995f1f8,layout_top_left_bottom_left,gallery/건축/몽몽미방/사담.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/사담.jpg,gallery,건축,몽몽미방,,,0.0461419224739074,0.2509956955909729,0.2048537731170654,0.5756097435951233,0.4341463414634146,0.3902439024390244,0.4780487804878048,0.3902439024390244,coarse_20_0004,mid_100_0031,fine_182_0175,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0009,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_9d0d132603__layout_top_left_bottom_left,raw_9d0d132603,dup_exact_6e9a8dfc5211,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_9d0d132603,layout_top_left_bottom_left,gallery/건축/유원/space5_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_4_1.jpg,gallery,건축,유원,,,0.0459888279438018,0.2748461365699768,0.2288573086261749,0.9365853667259216,0.1390243902439024,0.1073170731707317,0.1707317073170731,0.1073170731707317,coarse_20_0015,mid_100_0055,fine_182_0070,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art,review_queue_phase1b_v1__phase1b_indoor_gallery_winter_art_0010,cold_start,clip_high_model_low,phase1b_indoor_gallery_winter_art,phase1b_indoor_gallery_winter_art__raw_a80ee2ac82__layout_top_left_bottom_left,raw_a80ee2ac82,dup_exact_80ace11a46ca,feat_v2_2_1__phase1b_indoor_gallery_winter_art__raw_a80ee2ac82,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_4_4.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_4_4.jpg,gallery,건축,몽몽미방,,,0.0438081622123718,0.2492381334304809,0.2054299712181091,0.5365853905677795,0.473170731707317,0.2341463414634146,0.7121951219512195,0.2341463414634146,coarse_20_0004,mid_100_0031,fine_182_0021,,0,"season_mismatch,semantic_mismatch",,"겨울, 실내 아님",1.0,0.0,0.0,0.0,1.0,0.0,reject
