queue_id,queue_row_id,queue_stage,source_bucket,campaign_id,pair_id,image_id,duplicate_group_id,feature_snapshot_id,layout_spec_id,image_path,resolved_path,category,source_group,place_name,subject_name,diagnostic_model_score,clip_margin,clip_positive_max_sim,clip_negative_max_sim,clip_rank_percentile,required_region_safe_mean,required_region_safe_min,title_region_safe_score,info_region_safe_score,dinov2_cluster_id_coarse,dinov2_cluster_id_mid,dinov2_cluster_id_fine,preview_path,decision,issue_tags,preference_rank,notes,image_category_gallery,image_category_tree,image_category_flower,image_category_course,path_has_architecture,path_has_garden
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0001,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_171a797d54__layout_top_left_bottom_left,raw_171a797d54,dup_exact_47d57c28fa8f,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_171a797d54,layout_top_left_bottom_left,gallery/건축/와사/space6_4_3.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/와사/space6_4_3.jpg,gallery,건축,와사,,,0.09464800357818604,0.3218111991882324,0.2271631956100464,1.0,0.1951219512195122,0.17073170731707318,0.21951219512195122,0.17073170731707318,coarse_20_0001,mid_100_0076,fine_182_0088,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0002,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_34da4bc897__layout_top_left_bottom_left,raw_34da4bc897,dup_exact_38106b9781dd,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_34da4bc897,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_1_1.jpg,gallery,건축,몽몽미방,,,0.09080545604228973,0.2967851758003235,0.20597971975803375,0.9560975432395935,0.4731707317073171,0.029268292682926828,0.029268292682926828,0.9170731707317074,coarse_20_0004,mid_100_0064,fine_182_0080,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0003,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_22d63fd86a__layout_top_left_bottom_left,raw_22d63fd86a,dup_exact_c90c21a044aa,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_22d63fd86a,layout_top_left_bottom_left,gallery/건축/유원/space5_3_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_3_2.jpg,gallery,건축,유원,,,0.0863771140575409,0.2903265058994293,0.20394939184188843,0.9365853667259216,0.06341463414634146,0.05365853658536585,0.07317073170731707,0.05365853658536585,coarse_20_0015,mid_100_0004,fine_182_0063,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0004,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_2c3293b2b9__layout_top_left_bottom_left,raw_2c3293b2b9,dup_exact_68e7b6197f68,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_2c3293b2b9,layout_top_left_bottom_left,gallery/건축/와사/space6_1_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/와사/space6_1_2.jpg,gallery,건축,와사,,,0.08604125678539276,0.2954869270324707,0.20944567024707794,0.9512194991111755,0.7902439024390244,0.6585365853658537,0.6585365853658537,0.9219512195121952,coarse_20_0012,mid_100_0077,fine_182_0002,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0005,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_38bfd0e4cd__layout_top_left_bottom_left,raw_38bfd0e4cd,dup_exact_a5953b3c9922,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_38bfd0e4cd,layout_top_left_bottom_left,gallery/건축/와사/space6_4_9.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/와사/space6_4_9.jpg,gallery,건축,와사,,,0.08514365553855896,0.2979393005371094,0.21279564499855042,0.9707317352294922,0.1926829268292683,0.11707317073170731,0.11707317073170731,0.2682926829268293,coarse_20_0012,mid_100_0035,fine_182_0104,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0006,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_98543903d0__layout_top_left_bottom_left,raw_98543903d0,dup_exact_fa9bdb8d3b2a,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_98543903d0,layout_top_left_bottom_left,gallery/건축/첨단/space8_1_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/첨단/space8_1_2.jpg,gallery,건축,첨단,,,0.0835799127817154,0.29769155383110046,0.21411164104938507,0.9658536314964294,0.8195121951219513,0.7658536585365854,0.8731707317073171,0.7658536585365854,coarse_20_0006,mid_100_0059,fine_182_0026,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0007,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_8f4fc79888__layout_top_left_bottom_left,raw_8f4fc79888,dup_exact_7c52d0bb0272,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_8f4fc79888,layout_top_left_bottom_left,gallery/건축/와사/space6_4_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/와사/space6_4_2.jpg,gallery,건축,와사,,,0.0828227549791336,0.2864360809326172,0.20361332595348358,0.9170731902122498,0.03902439024390244,0.00975609756097561,0.06829268292682927,0.00975609756097561,coarse_20_0012,mid_100_0005,fine_182_0123,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0008,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_476995f1f8__layout_top_left_bottom_left,raw_476995f1f8,dup_exact_9c9a9b196a38,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_476995f1f8,layout_top_left_bottom_left,gallery/건축/몽몽미방/사담.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/사담.jpg,gallery,건축,몽몽미방,,,0.08280077576637268,0.2839222252368927,0.20112144947052002,0.8878048658370972,0.43414634146341463,0.3902439024390244,0.47804878048780486,0.3902439024390244,coarse_20_0004,mid_100_0031,fine_182_0175,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0009,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_3458f4c869__layout_top_left_bottom_left,raw_3458f4c869,dup_exact_82785aeb564f,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_3458f4c869,layout_top_left_bottom_left,gallery/건축/심포니6/space18_4_1.png,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/심포니6/space18_4_1.png,gallery,건축,심포니6,,,0.0822528600692749,0.3107410967350006,0.2284882366657257,0.995121955871582,0.17560975609756097,0.09268292682926829,0.09268292682926829,0.25853658536585367,coarse_20_0016,mid_100_0099,fine_182_0091,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_architecture_exhibition_visit,review_queue_phase1b_v1__phase1b_architecture_exhibition_visit_0010,cold_start,clip_high_model_low,phase1b_architecture_exhibition_visit,phase1b_architecture_exhibition_visit__raw_8deb1c497d__layout_top_left_bottom_left,raw_8deb1c497d,dup_exact_d66c0c1dff98,feat_v2_2_1__phase1b_architecture_exhibition_visit__raw_8deb1c497d,layout_top_left_bottom_left,gallery/정원/풍설기천년/space2_3_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/풍설기천년/space2_3_2.jpg,gallery,정원,풍설기천년,,,0.0781220942735672,0.2812212407588959,0.20309914648532867,0.8487805128097534,0.2853658536585366,0.04878048780487805,0.5219512195121951,0.04878048780487805,coarse_20_0014,mid_100_0012,fine_182_0124,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
