queue_id,queue_row_id,queue_stage,source_bucket,campaign_id,pair_id,image_id,duplicate_group_id,feature_snapshot_id,layout_spec_id,image_path,resolved_path,category,source_group,place_name,subject_name,diagnostic_model_score,clip_margin,clip_positive_max_sim,clip_negative_max_sim,clip_rank_percentile,required_region_safe_mean,required_region_safe_min,title_region_safe_score,info_region_safe_score,dinov2_cluster_id_coarse,dinov2_cluster_id_mid,dinov2_cluster_id_fine,preview_path,decision,issue_tags,preference_rank,notes,image_category_gallery,image_category_tree,image_category_flower,image_category_course,path_has_architecture,path_has_garden
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0001,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_34da4bc897__layout_top_left_bottom_left,raw_34da4bc897,dup_exact_38106b9781dd,feat_v2_2_1__phase1b_botanical_spring_program__raw_34da4bc897,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_1_1.jpg,gallery,건축,몽몽미방,,,0.0902685821056366,0.28461623191833496,0.19434764981269836,0.9804878234863281,0.4731707317073171,0.029268292682926828,0.029268292682926828,0.9170731707317074,coarse_20_0004,mid_100_0064,fine_182_0080,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0002,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_22d63fd86a__layout_top_left_bottom_left,raw_22d63fd86a,dup_exact_c90c21a044aa,feat_v2_2_1__phase1b_botanical_spring_program__raw_22d63fd86a,layout_top_left_bottom_left,gallery/건축/유원/space5_3_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_3_2.jpg,gallery,건축,유원,,,0.07527537643909454,0.2903265655040741,0.21505118906497955,0.995121955871582,0.06341463414634146,0.05365853658536585,0.07317073170731707,0.05365853658536585,coarse_20_0015,mid_100_0004,fine_182_0063,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0003,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_9d0d132603__layout_top_left_bottom_left,raw_9d0d132603,dup_exact_6e9a8dfc5211,feat_v2_2_1__phase1b_botanical_spring_program__raw_9d0d132603,layout_top_left_bottom_left,gallery/건축/유원/space5_4_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/space5_4_1.jpg,gallery,건축,유원,,,0.07071669399738312,0.2759726941585541,0.20525600016117096,0.9365853667259216,0.13902439024390245,0.1073170731707317,0.17073170731707318,0.1073170731707317,coarse_20_0015,mid_100_0055,fine_182_0070,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0004,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_8c0863102b__layout_top_left_bottom_left,raw_8c0863102b,dup_exact_885715933374,feat_v2_2_1__phase1b_botanical_spring_program__raw_8c0863102b,layout_top_left_bottom_left,gallery/건축/소요헌/space3_4_6.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/소요헌/space3_4_6.jpg,gallery,건축,소요헌,,,0.06877820193767548,0.2706605792045593,0.20188237726688385,0.8926829099655151,0.551219512195122,0.44390243902439025,0.6585365853658537,0.44390243902439025,coarse_20_0007,mid_100_0065,fine_182_0163,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0005,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_e72560847a__layout_top_left_bottom_left,raw_e72560847a,dup_exact_f96ee125e356,feat_v2_2_1__phase1b_botanical_spring_program__raw_e72560847a,layout_top_left_bottom_left,gallery/건축/유원/유원.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/유원/유원.jpg,gallery,건축,유원,,,0.06813164055347443,0.2863670885562897,0.21823544800281525,0.9902439117431641,0.24878048780487805,0.24390243902439024,0.25365853658536586,0.24390243902439024,coarse_20_0015,mid_100_0051,fine_182_0155,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0006,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_e1064a803d__layout_top_left_bottom_left,raw_e1064a803d,dup_exact_0ebb91e1a6e4,feat_v2_2_1__phase1b_botanical_spring_program__raw_e1064a803d,layout_top_left_bottom_left,gallery/정원/별유동천/space9_1_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/별유동천/space9_1_2.jpg,gallery,정원,별유동천,,,0.06786948442459106,0.27297502756118774,0.20510554313659668,0.9121951460838318,0.06829268292682927,0.00975609756097561,0.12682926829268293,0.00975609756097561,coarse_20_0013,mid_100_0009,fine_182_0044,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0007,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_0c55ceb0d6__layout_top_left_bottom_left,raw_0c55ceb0d6,dup_exact_29d5f027731f,feat_v2_2_1__phase1b_botanical_spring_program__raw_0c55ceb0d6,layout_top_left_bottom_left,gallery/건축/소요헌/space3_1_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/소요헌/space3_1_2.jpg,gallery,건축,소요헌,,,0.06675006449222565,0.2616012394428253,0.19485117495059967,0.8097561001777649,0.08780487804878048,0.01951219512195122,0.01951219512195122,0.15609756097560976,coarse_20_0006,mid_100_0067,fine_182_0097,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0008,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_a0ba1b33b2__layout_top_left_bottom_left,raw_a0ba1b33b2,dup_exact_1f0a4a93bf0f,feat_v2_2_1__phase1b_botanical_spring_program__raw_a0ba1b33b2,layout_top_left_bottom_left,arbor/flower/참나리/nature5_2.jpg,/Users/ksc/python/cap_project/reranker/data/raw/arbor/flower/참나리/nature5_2.jpg,arbor,flower,,참나리,,0.0637969970703125,0.26279255747795105,0.19899556040763855,0.8292682766914368,0.4,0.17073170731707318,0.6292682926829268,0.17073170731707318,coarse_20_0018,mid_100_0027,fine_182_0027,,,,,,0.0,0.0,1.0,0.0,0.0,0.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0009,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_39a0295efc__layout_top_left_bottom_left,raw_39a0295efc,dup_exact_781f043e9a4b,feat_v2_2_1__phase1b_botanical_spring_program__raw_39a0295efc,layout_top_left_bottom_left,gallery/정원/유원/space5_1_1.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/정원/유원/space5_1_1.jpg,gallery,정원,유원,,,0.06328070163726807,0.28176015615463257,0.2184794545173645,0.9707317352294922,0.1975609756097561,0.15609756097560976,0.23902439024390243,0.15609756097560976,coarse_20_0015,mid_100_0051,fine_182_0176,,,,,,1.0,0.0,0.0,0.0,0.0,1.0
review_queue_phase1b_v1__phase1b_botanical_spring_program,review_queue_phase1b_v1__phase1b_botanical_spring_program_0010,cold_start,clip_high_model_low,phase1b_botanical_spring_program,phase1b_botanical_spring_program__raw_4e6c171e96__layout_top_left_bottom_left,raw_4e6c171e96,dup_exact_d52b72f2194c,feat_v2_2_1__phase1b_botanical_spring_program__raw_4e6c171e96,layout_top_left_bottom_left,gallery/건축/몽몽미방/space7_4_5.jpg,/Users/ksc/python/cap_project/reranker/data/raw/gallery/건축/몽몽미방/space7_4_5.jpg,gallery,건축,몽몽미방,,,0.06255342066287994,0.27267247438430786,0.21011905372142792,0.9024389982223511,0.12682926829268293,0.03902439024390244,0.2146341463414634,0.03902439024390244,coarse_20_0012,mid_100_0033,fine_182_0032,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
